index,Title,Director,Cast,genres,combo
1136,kalaposhakulu,chalapathy puvvula,Vishva Karthikeya Deepa Gemini Suresh Ananth Krishnaveni,un_known,kalaposhakulu chalapathy puvvula Vishva Karthikeya Deepa Gemini Suresh Ananth Krishnaveni un_known
1137,madhura wines,bandi jayakishore,Naveen Kumar Reddy Sahasra Reddy Tumuluri Sammohit Kommuri Leela Venkatesh,un_known,madhura wines bandi jayakishore Naveen Kumar Reddy Sahasra Reddy Tumuluri Sammohit Kommuri Leela Venkatesh un_known
1138,zombie reddy,prasanth varma,Sajja Teja Anandhi Harsha Vardhan Raghu Babu Daksha Nagarkar Prudhvi Raj Raghu Karumanchi Kireeti Damaraju Annapoorna Vitta Mahesh,Horror,zombie reddy prasanth varma Sajja Teja Anandhi Harsha Vardhan Raghu Babu Daksha Nagarkar Prudhvi Raj Raghu Karumanchi Kireeti Damaraju Annapoorna Vitta Mahesh Horror
1139,pranavum,kumar g,Sree Mangam Avantika Hari Gayatri Iyer Gemini suresh Shashank,un_known,pranavum kumar g Sree Mangam Avantika Hari Gayatri Iyer Gemini suresh Shashank un_known
1140,g- zombie,aryandeepu,Aryan Gowra Divya Pandey,Horror Fantasy Comedy,g- zombie aryandeepu Aryan Gowra Divya Pandey Horror Fantasy Comedy
1141,uppena,bucchi babu sana,Panja Vaisshnav Tej Krithi Shetty Vijay Sethupathi,Drama,uppena bucchi babu sana Panja Vaisshnav Tej Krithi Shetty Vijay Sethupathi Drama
1142,fcuk: father chitti umaa kaarthik,vidya sagar raju,Jagapathi Babu Ammu Abhirami Ram Karthik Baby Sahrashita Ali Rajitha Krishna Bhagavaan Brahmaji Raja Ram Prasad,un_known,fcuk: father chitti umaa kaarthik vidya sagar raju Jagapathi Babu Ammu Abhirami Ram Karthik Baby Sahrashita Ali Rajitha Krishna Bhagavaan Brahmaji Raja Ram Prasad un_known
1143,pogaru,nanda kishore,Dhruva Sarja Rashmika Mandanna Dhananjay Raghavendra Rajkumar P. Ravi Shankar Sadhu Kokila Kuri Prathap Mirnalini Ravi Mayuri Kyatari Dharma,un_known,pogaru nanda kishore Dhruva Sarja Rashmika Mandanna Dhananjay Raghavendra Rajkumar P. Ravi Shankar Sadhu Kokila Kuri Prathap Mirnalini Ravi Mayuri Kyatari Dharma un_known
1144,pitta kathalu,nag ashwinb. v. nandini reddytharun bhasckersankalp reddy,Shruti Haasan Eesha Rebba Amala Paul Lakshmi Manchu Jagapathi Babu Saanve Megghana Sanjith Hegde Ashwin Kakumanu Satyadev Kancharana Srinivas Avasarala,Drama,pitta kathalu nag ashwinb. v. nandini reddytharun bhasckersankalp reddy Shruti Haasan Eesha Rebba Amala Paul Lakshmi Manchu Jagapathi Babu Saanve Megghana Sanjith Hegde Ashwin Kakumanu Satyadev Kancharana Srinivas Avasarala Drama
1145,naandhi,vijay kanakamedala,Allari Naresh Varalaxmi Sarathkumar Priyadarshi Pulikonda  Harish Uthaman Praveen,un_known,naandhi vijay kanakamedala Allari Naresh Varalaxmi Sarathkumar Priyadarshi Pulikonda  Harish Uthaman Praveen un_known
1146,kapatadhaari,pradeep krishnamoorthy,Sumanth Nandita Swetha Nassar Jayaprakash Vennela Kishore Suman Ranganathan  J. Satish Kumar,Crime Thriller,kapatadhaari pradeep krishnamoorthy Sumanth Nandita Swetha Nassar Jayaprakash Vennela Kishore Suman Ranganathan  J. Satish Kumar Crime Thriller
1147,a: ad infitium,ugandhar muni,Nithin Prasanna Preethi Asrani Baby Deevena Rangadam Krishna Veni Bharadwaj,un_known,a: ad infitium ugandhar muni Nithin Prasanna Preethi Asrani Baby Deevena Rangadam Krishna Veni Bharadwaj un_known
1148,check,chandra sekhar yeleti,Nithiin Rakul Preet Singh Priya Prakash Varrier Sampath Raj,Comedy Family,check chandra sekhar yeleti Nithiin Rakul Preet Singh Priya Prakash Varrier Sampath Raj Comedy Family
1149,akshara,b.chinni krishna,Nandita Swetha Ajay Ghosh Shakalaka Shankar K. Sivasankar Satya Madhunandan,Crime Drama Thriller,akshara b.chinni krishna Nandita Swetha Ajay Ghosh Shakalaka Shankar K. Sivasankar Satya Madhunandan Crime Drama Thriller
1150,ninnila ninnila,ani i v sasi,Ashok Selvan Nithya Menon Ritu Varma Nassar Satya,Comedy Romance,ninnila ninnila ani i v sasi Ashok Selvan Nithya Menon Ritu Varma Nassar Satya Comedy Romance
1151,a1 express,dennis jeevan kanukolanu,Sundeep Kishan Lavanya Tripathi Rao Ramesh Murali Sharma Posani Krishna Murali Priyadarshi Pulikonda Raghu Babu Satya Sriranjini Khayyum,Drama Family,a1 express dennis jeevan kanukolanu Sundeep Kishan Lavanya Tripathi Rao Ramesh Murali Sharma Posani Krishna Murali Priyadarshi Pulikonda Raghu Babu Satya Sriranjini Khayyum Drama Family
